CMS Certification Number (CCN),Facility Name,Address Line 1,Address Line 2,City,State,Zip Code,County Name,Phone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Location 1
010150,REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,29 L V STABLER DRIVE,,GREENVILLE,AL,36037,BUTLER,(334) 382-2200,4,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"29 L V STABLER DRIVE GREENVILLE, AL 36037 (31.82945, -86.64586)"
450007,PETERSON REGIONAL MEDICAL CENTER,551 HILL COUNTRY DRIVE,,KERRVILLE,TX,78028,KERR,(830) 896-4200,6,S_006_01_MSPB_NUMB,0,,10/01/2016,09/30/2018,"551 HILL COUNTRY DRIVE KERRVILLE, TX 78028 (30.044944, -99.151857)"
010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,,PELL CITY,AL,35125,ST. CLAIR,(205) 338-3301,4,S_002_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"7063 VETERANS PARKWAY PELL CITY, AL 35125 (33.605568, -86.30238)"
450565,PALO PINTO GENERAL HOSPITAL,400 SOUTHWEST 25 AVE,,MINERAL WELLS,TX,76067,PALO PINTO,(940) 325-7891,6,S_005_01_DTC_RS_RATE,72.86,,10/01/2016,09/30/2018,"400 SOUTHWEST 25 AVE MINERAL WELLS, TX 76067 (32.799552, -98.145406)"
110041,HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,,DEMOREST,GA,30535,HABERSHAM,(706) 754-2161,4,S_013_01_OBS_RATE,Not Available,"9,13",07/01/2018,06/30/2019,"541 HISTORIC HIGHWAY 441-NORTH DEMOREST, GA 30535 (34.405879, -83.485989)"
160032,MERCYONE NEWTON MEDICAL CENTER,204 N 4TH AVE E,,NEWTON,IA,50208,JASPER,(641) 792-1273,7,S_002_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"204 N 4TH AVE E NEWTON, IA 50208 (41.702413, -93.051177)"
240044,WINONA HEALTH SERVICES,855 MANKATO AVENUE,,WINONA,MN,55987,WINONA,(507) 454-3650,5,S_001_01_NUMERATOR,51,,07/01/2018,06/30/2019,"855 MANKATO AVENUE WINONA, MN 55987 (44.033016, -91.622136)"
390093,CLARION HOSPITAL,ONE HOSPITAL DRIVE,,CLARION,PA,16214,CLARION,(814) 226-9500,3,S_002_01_NUMERATOR,2,,07/01/2018,06/30/2019,
110190,FLINT RIVER COMMUNITY HOSPITAL,"509 SUMTER STREET, BOX 770",,MONTEZUMA,GA,31063,MACON,(478) 472-3100,4,S_004_01_PPR_PD_OBS_READM,Not Available,1,10/01/2016,09/30/2018,"509 SUMTER STREET, BOX 770 MONTEZUMA, GA 31063 (32.295415, -84.030228)"
490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,,GALAX,VA,24333,GALAX CITY,(276) 236-8181,3,S_005_01_DTC_RS_RATE,71.43,,10/01/2016,09/30/2018,"200 HOSPITAL DRIVE GALAX, VA 24333 (36.671813, -80.923814)"
192043,RIVERSIDE HOSPITAL OF LOUISIANA INC,13 HEYMAN LANE,,ALEXANDRIA,LA,71306,RAPIDES,(318) 767-2900,6,S_013_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"13 HEYMAN LANE ALEXANDRIA, LA 71306 (31.300858, -92.488515)"
140210,HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,,HARRISBURG,IL,62946,SALINE,(618) 253-7671,5,S_005_01_DTC_COMP_PERF,Not Available,9,10/01/2016,09/30/2018,
390117,UPMC BEDFORD MEMORIAL,10455 LINCOLN HIGHWAY,,EVERETT,PA,15537,BEDFORD,(814) 623-6161,3,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"10455 LINCOLN HIGHWAY EVERETT, PA 15537 (40.024721, -78.433255)"
230055,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-1313,5,S_013_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1721 S STEPHENSON AVE IRON MOUNTAIN, MI 49801 (45.808572, -88.044268)"
180024,SPRING VIEW HOSPITAL,320 LORETTO ROAD,,LEBANON,KY,40033,MARION,(270) 692-5145,4,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"320 LORETTO ROAD LEBANON, KY 40033 (37.570325, -85.259397)"
140059,JERSEY COMMUNITY HOSPITAL,400 MAPLE SUMMIT ROAD,,JERSEYVILLE,IL,62052,JERSEY,(618) 498-6402,5,S_004_01_PPR_PD_RSRR_2_5,Not Available,9,10/01/2016,09/30/2018,"400 MAPLE SUMMIT ROAD JERSEYVILLE, IL 62052 (39.109906, -90.341622)"
100134,ED FRASER MEMORIAL HOSPITAL,159 N 3RD ST,,MACCLENNY,FL,32063,BAKER,(904) 259-3151,4,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"159 N 3RD ST MACCLENNY, FL 32063 (30.28555, -82.11955)"
110113,BURKE MEDICAL CENTER,351 SOUTH LIBERTY STREET,,WAYNESBORO,GA,30830,BURKE,(706) 554-4435,4,S_002_01_NUMERATOR,Not Available,"9,13",07/01/2018,06/30/2019,"351 SOUTH LIBERTY STREET WAYNESBORO, GA 30830 (33.083439, -82.011603)"
190088,SPRINGHILL MEDICAL CENTER,2001 DOCTORS DRIVE,,SPRINGHILL,LA,71075,WEBSTER,(318) 539-1000,6,S_005_01_DTC_RS_RATE _97_5,62.91,,10/01/2016,09/30/2018,"2001 DOCTORS DRIVE SPRINGHILL, LA 71075 (33.010622, -93.442839)"
240014,NORTHFIELD HOSPITAL,2000 NORTH AVENUE,,NORTHFIELD,MN,55057,DAKOTA,(507) 646-1001,5,S_002_01_OBS_RATE,Not Available,"9,13",07/01/2018,06/30/2019,"2000 NORTH AVENUE NORTHFIELD, MN 55057 (44.471386, -93.191159)"
250002,TISHOMINGO HEALTH SERVICES INC,1777 CURTIS DRIVE,,IUKA,MS,38852,TISHOMINGO,(662) 423-6051,4,S_002_01_DENOMINATOR,135,,07/01/2018,06/30/2019,"1777 CURTIS DRIVE IUKA, MS 38852 (34.803686, -88.209218)"
110002,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,,THOMASTON,GA,30286,UPSON,(706) 647-8111,4,S_004_01_PPR_PD_VOLUME,0,,10/01/2016,09/30/2018,"801 W GORDON STREET THOMASTON, GA 30286 (32.887252, -84.336109)"
200018,NORTHERN LIGHT A R GOULD HOSPITAL,PO BOX 151,,PRESQUE ISLE,ME,04769,AROOSTOOK,(207) 768-4000,1,S_001_01_DENOMINATOR,107,,07/01/2018,06/30/2019,
520076,MARSHFIELD MEDICAL CENTER - BEAVER DAM,707 S UNIVERSITY AVE,,BEAVER DAM,WI,53916,DODGE,(920) 887-7181,5,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"707 S UNIVERSITY AVE BEAVER DAM, WI 53916 (43.448477, -88.828197)"
160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,,GRINNELL,IA,50112,POWESHIEK,(641) 236-7511,7,S_002_01_ADJ_RATE,Not Available,"9,13",07/01/2018,06/30/2019,"210 FOURTH AVENUE GRINNELL, IA 50112 (41.743278, -92.734728)"
320063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE STREET,,CARLSBAD,NM,88220,EDDY,(575) 887-4570,6,S_013_01_DENOMINATOR,15,13,07/01/2018,06/30/2019,"2430 WEST PIERCE STREET CARLSBAD, NM 88220 (32.44184, -104.258642)"
010101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,,TALLADEGA,AL,35161,TALLADEGA,(256) 761-4542,4,S_005_01_DTC_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"604 STONE AVENUE TALLADEGA, AL 35161 (33.439801, -86.090641)"
360107,BELLEVUE HOSPITAL,1400 WEST MAIN STREET,,BELLEVUE,OH,44811,SANDUSKY,(419) 483-4040,5,S_001_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"1400 WEST MAIN STREET BELLEVUE, OH 44811 (41.28508, -82.882559)"
190106,OAKDALE COMMUNITY HOSPITAL,130 N HOSPITAL DR,,OAKDALE,LA,71463,ALLEN,(318) 335-3700,6,S_004_01_PPR_PD_OBS,10.42,,10/01/2016,09/30/2018,"130 N HOSPITAL DR OAKDALE, LA 71463 (30.816264, -92.644545)"
040001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,,SILOAM SPRINGS,AR,72761,BENTON,(479) 524-4141,6,S_005_01_DTC_RS_RATE _97_5,Not Available,1,10/01/2016,09/30/2018,"603 NORTH PROGRESS AVENUE SILOAM SPRINGS, AR 72761 (36.190377, -94.509658)"
110153,PERRY HOSPITAL,1120 MORNINGSIDE DR,,PERRY,GA,31069,HOUSTON,(478) 987-3600,4,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"1120 MORNINGSIDE DR PERRY, GA 31069 (32.459475, -83.711227)"
370229,ALLIANCEHEALTH SEMINOLE,2401 WRANGLER BOULEVARD,,SEMINOLE,OK,74868,SEMINOLE,(405) 303-4050,6,S_002_01_NUMERATOR,0,,07/01/2018,06/30/2019,"2401 WRANGLER BOULEVARD SEMINOLE, OK 74868 (35.246464, -96.699013)"
190218,SABINE MEDICAL CENTER,240 HIGHLAND DRIVE,,MANY,LA,71449,SABINE,(318) 256-1232,6,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"240 HIGHLAND DRIVE MANY, LA 71449 (31.560448, -93.470983)"
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,,KEALAKEKUA,HI,96750,HAWAII,(808) 322-9311,9,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"79-1019 HAUKAPILA STREET KEALAKEKUA, HI 96750 (19.519237, -155.917719)"
100142,JACKSON HOSPITAL,4250 HOSPITAL DR,,MARIANNA,FL,32446,JACKSON,(850) 526-2200,4,S_013_01_NUMERATOR,Not Available,"9,13",07/01/2018,06/30/2019,"4250 HOSPITAL DR MARIANNA, FL 32446 (30.78748, -85.240932)"
040029,CONWAY REGIONAL HEALTH SYSTEM,2302 COLLEGE AVENUE,,CONWAY,AR,72034,FAULKNER,(501) 329-3831,6,S_013_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"2302 COLLEGE AVENUE CONWAY, AR 72034 (35.084826, -92.457103)"
200052,NORTHERN MAINE MEDICAL CENTER,194 E MAIN STREET,,FORT KENT,ME,04743,AROOSTOOK,(207) 834-3195,1,S_006_01_MSPB_SCORE,0.57,,10/01/2016,09/30/2018,"194 E MAIN STREET FORT KENT, ME 04743 (47.265068, -68.591177)"
370180,CHICKASAW NATION MEDICAL CENTER,1921 STONECIPHER BLVD,,ADA,OK,74820,PONTOTOC,(580) 436-3980,6,S_005_01_DTC_RS_RATE_2_5,Not Available,9,10/01/2016,09/30/2018,"1921 STONECIPHER BLVD ADA, OK 74820 (34.73705, -96.647075)"
450400,PARKVIEW REGIONAL HOSPITAL,600 SOUTH BONHAM STREET,,MEXIA,TX,76667,LIMESTONE,(254) 562-5332,6,S_005_01_DTC_RS_RATE _97_5,Not Available,9,10/01/2016,09/30/2018,"600 SOUTH BONHAM STREET MEXIA, TX 76667 (31.675059, -96.480013)"
050028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,,ARCATA,CA,95521,HUMBOLDT,(707) 822-3621,9,S_005_01_DTC_OBS_RATE,Not Available,1,10/01/2016,09/30/2018,"3800 JANES RD ARCATA, CA 95521 (40.903309, -124.090847)"
340187,DAVIE MEDICAL CENTER,223 HOSPITAL STREET,,MOCKSVILLE,NC,27028,DAVIE,(336) 751-8100,4,S_004_01_PPR_PD_RSRR,Not Available,9,10/01/2016,09/30/2018,"223 HOSPITAL STREET MOCKSVILLE, NC 27028 (35.90001, -80.570097)"
240022,SANFORD WORTHINGTON MEDICAL CENTER,1018 SIXTH AVENUE PO BOX 997,,WORTHINGTON,MN,56187,NOBLES,(507) 372-3110,5,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"1018 SIXTH AVENUE PO BOX 997 WORTHINGTON, MN 56187 (43.621858, -95.599179)"
050528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,,LOS BANOS,CA,93635,MERCED,(209) 826-0591,9,S_005_01_DTC_VOLUME,0,,10/01/2016,09/30/2018,"520 WEST I ST LOS BANOS, CA 93635 (37.063431, -120.859407)"
440061,WEST TENNESSEE HEALTHCARE VOLUNTEER HOSPITAL,161 MOUNT PELIA RD,,MARTIN,TN,38237,WEAKLEY,(731) 479-6057,4,S_005_01_DTC_RS_RATE_2_5,Not Available,1,10/01/2016,09/30/2018,"161 MOUNT PELIA RD MARTIN, TN 38237 (36.333569, -88.869022)"
370100,CHOCTAW MEMORIAL HOSPITAL,1405 EAST KIRK ROAD,,HUGO,OK,74743,CHOCTAW,(580) 317-9500,6,S_005_01_DTC_VOLUME,0,,10/01/2016,09/30/2018,"1405 EAST KIRK ROAD HUGO, OK 74743 (34.011638, -95.497022)"
490092,SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE - PO BOX 817,,FRANKLIN,VA,23851,FRANKLIN CITY,(757) 569-6100,3,S_005_01_DTC_RS_RATE,Not Available,9,10/01/2016,09/30/2018,"100 FAIRVIEW DRIVE - PO BOX 817 FRANKLIN, VA 23851 (36.691171, -76.934942)"
520011,MARSHFIELD MEDICAL CENTER - RICE LAKE,1700 WEST STOUT STREET,,RICE LAKE,WI,54868,BARRON,(715) 234-1515,5,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1700 WEST STOUT STREET RICE LAKE, WI 54868 (45.508042, -91.759027)"
440148,SAINT THOMAS DEKALB HOSPITAL,520 W MAIN ST,,SMITHVILLE,TN,37166,DEKALB,(615) 215-5000,4,S_001_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"520 W MAIN ST SMITHVILLE, TN 37166 (35.959403, -85.829841)"
100118,ADVENTHEALTH PALM COAST,60 MEMORIAL MEDICAL PKWY,,PALM COAST,FL,32164,FLAGLER,(386) 586-2000,4,S_002_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"60 MEMORIAL MEDICAL PKWY PALM COAST, FL 32164 (29.478987, -81.190089)"
010049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,,ENTERPRISE,AL,36330,COFFEE,(334) 347-0584,4,S_004_01_PPR_PD_RSRR_2_5,Not Available,1,10/01/2016,09/30/2018,"400 N EDWARDS STREET ENTERPRISE, AL 36330 (31.318191, -85.855308)"
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,,COLDWATER,OH,45828,MERCER,(419) 678-4843,5,S_006_01_MSPB_NUMB,14,,10/01/2016,09/30/2018,"800 WEST MAIN STREET COLDWATER, OH 45828 (40.479782, -84.638243)"
440068,STARR REGIONAL MEDICAL CENTER ATHENS,1114 W MADISON AVE,,ATHENS,TN,37371,MCMINN,(423) 745-1411,4,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"1114 W MADISON AVE ATHENS, TN 37371 (35.440789, -84.608823)"
100106,DOCTORS MEMORIAL HOSPITAL INC,333 N BYRON BUTLER PKWY,,PERRY,FL,32348,TAYLOR,(850) 584-0800,4,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"333 N BYRON BUTLER PKWY PERRY, FL 32348 (30.121128, -83.592009)"
260097,WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,,WARRENSBURG,MO,64093,JOHNSON,(660) 747-2500,7,S_004_01_PPR_PD_RSRR_97_5,9.36,,10/01/2016,09/30/2018,"403 BURKARTH ROAD WARRENSBURG, MO 64093 (38.766474, -93.723701)"
450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,700 E MARSHALL AVE,,LONGVIEW,TX,75601,GREGG,(903) 927-6712,6,S_013_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"700 E MARSHALL AVE LONGVIEW, TX 75601 (32.501448, -94.731471)"
440007,UNITY MEDICAL CENTER,481 INTERSTATE DRIVE,,MANCHESTER,TN,37355,COFFEE,(931) 728-6354,4,S_005_01_DTC_OBS_RATE,Not Available,9,10/01/2016,09/30/2018,"481 INTERSTATE DRIVE MANCHESTER, TN 37355 (35.497932, -86.078141)"
240059,REGINA HOSPITAL,1175 NININGER ROAD,,HASTINGS,MN,55033,DAKOTA,(651) 480-4100,5,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1175 NININGER ROAD HASTINGS, MN 55033 (44.747131, -92.871399)"
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,,KENDALLVILLE,IN,46755,NOBLE,(260) 347-8700,5,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"401 SAWYER RD KENDALLVILLE, IN 46755 (41.448459, -85.29478)"
140167,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN STREET,,WATSEKA,IL,60970,IROQUOIS,(815) 432-5201,5,S_005_01_DTC_NUMBER,Not Available,1,10/01/2016,09/30/2018,"200 FAIRMAN STREET WATSEKA, IL 60970 (40.765541, -87.732666)"
250031,MERIT HEALTH RIVER REGION,2100 HWY 61 N,,VICKSBURG,MS,39183,WARREN,(601) 883-5000,4,S_004_01_PPR_PD_VOLUME,0,,10/01/2016,09/30/2018,"2100 HWY 61 N VICKSBURG, MS 39183 (32.374802, -90.827497)"
180124,TRISTAR GREENVIEW REGIONAL HOSPITAL,1801 ASHLEY CIRCLE,,BOWLING GREEN,KY,42104,WARREN,(270) 793-1000,4,S_004_01_PPR_PD_RSRR_97_5,9.85,,10/01/2016,09/30/2018,"1801 ASHLEY CIRCLE BOWLING GREEN, KY 42104 (36.965672, -86.435599)"
250067,NORTH MISSISSIPPI MEDICAL CENTER-WEST POINT,150 MEDICAL CENTER DRIVE,,WEST POINT,MS,39773,CLAY,(662) 495-2300,4,S_004_01_PPR_PD_RSRR_97_5,10.04,,10/01/2016,09/30/2018,"150 MEDICAL CENTER DRIVE WEST POINT, MS 39773 (33.618616, -88.661549)"
170103,NEWTON MEDICAL CENTER,600 MEDICAL CENTER DRIVE,,NEWTON,KS,67114,HARVEY,(316) 283-2700,7,S_004_01_PPR_PD_RSRR,Not Available,9,10/01/2016,09/30/2018,"600 MEDICAL CENTER DRIVE NEWTON, KS 67114 (38.023034, -97.33654)"
010112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,105 HIGHWAY 80 EAST,,DEMOPOLIS,AL,36732,MARENGO,(334) 289-4000,4,S_005_01_DTC_RS_RATE,73.07,,10/01/2016,09/30/2018,"105 HIGHWAY 80 EAST DEMOPOLIS, AL 36732 (32.503676, -87.836744)"
340060,UNC ROCKINGHAM,117 E KINGS HIGHWAY,,EDEN,NC,27288,ROCKINGHAM,(336) 623-9711,4,S_001_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"117 E KINGS HIGHWAY EDEN, NC 27288 (36.49321, -79.740112)"
390117,UPMC BEDFORD MEMORIAL,10455 LINCOLN HIGHWAY,,EVERETT,PA,15537,BEDFORD,(814) 623-6161,3,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"10455 LINCOLN HIGHWAY EVERETT, PA 15537 (40.024721, -78.433255)"
180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,,MIDDLESBORO,KY,40965,BELL,(606) 242-1100,4,S_005_01_DTC_RS_RATE _97_5,82.12,,10/01/2016,09/30/2018,"3600 WEST CUMBERLAND AVENUE MIDDLESBORO, KY 40965 (36.605199, -83.740056)"
470005,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,,RUTLAND,VT,05701,RUTLAND,(802) 775-7111,1,S_004_01_PPR_PD_RSRR_97_5,Not Available,1,10/01/2016,09/30/2018,"160 ALLEN ST RUTLAND, VT 05701 (43.599188, -72.956195)"
250095,SOUTH SUNFLOWER COUNTY HOSPITAL,121 E BAKER ST,,INDIANOLA,MS,38751,SUNFLOWER,(662) 887-5235,4,S_004_01_PPR_PD_RSRR_2_5,4.97,,10/01/2016,09/30/2018,"121 E BAKER ST INDIANOLA, MS 38751 (33.457234, -90.65024)"
050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,,SAN JOSE,CA,95128,SANTA CLARA,(408) 885-5000,9,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"751 SOUTH BASCOM AVENUE SAN JOSE, CA 95128 (37.313702, -121.931888)"
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST PO BOX 497,,NEWBERRY,SC,29108,NEWBERRY,(803) 405-7145,4,S_002_01_DENOMINATOR,24,,07/01/2018,06/30/2019,"2669 KINARD ST PO BOX 497 NEWBERRY, SC 29108 (34.289433, -81.604915)"
110190,FLINT RIVER COMMUNITY HOSPITAL,"509 SUMTER STREET, BOX 770",,MONTEZUMA,GA,31063,MACON,(478) 472-3100,4,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"509 SUMTER STREET, BOX 770 MONTEZUMA, GA 31063 (32.295415, -84.030228)"
450565,PALO PINTO GENERAL HOSPITAL,400 SOUTHWEST 25 AVE,,MINERAL WELLS,TX,76067,PALO PINTO,(940) 325-7891,6,S_006_01_MSPB_SCORE,0.51,,10/01/2016,09/30/2018,"400 SOUTHWEST 25 AVE MINERAL WELLS, TX 76067 (32.799552, -98.145406)"
450090,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BLVD,,GAINESVILLE,TX,76240,COOKE,(940) 612-8600,6,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"1900 HOSPITAL BLVD GAINESVILLE, TX 76240 (33.645356, -97.161976)"
110044,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,,AMERICUS,GA,31719,SUMTER,(229) 931-1280,4,S_002_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"126 HIGHWAY 280 W AMERICUS, GA 31719 (32.06425, -84.255376)"
450489,MEDICAL ARTS HOSPITAL,2200 N BRYAN AVE,,LAMESA,TX,79331,DAWSON,(806) 872-2183,6,S_002_01_NUMERATOR,Not Available,"9,13",07/01/2018,06/30/2019,"2200 N BRYAN AVE LAMESA, TX 79331 (32.750279, -101.96647)"
010102,J PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,,CAMDEN,AL,36726,WILCOX,(334) 682-4131,4,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"317 MCWILLIAMS AVENUE CAMDEN, AL 36726 (31.996611, -87.299424)"
450641,NOCONA GENERAL HOSPITAL,100 PARK ROAD,,NOCONA,TX,76255,MONTAGUE,(940) 825-3235,6,S_004_01_PPR_PD_OBS_READM,2,,10/01/2016,09/30/2018,"100 PARK ROAD NOCONA, TX 76255 (33.777559, -97.731564)"
142006,THC CHICAGO INC DBA KINDRED HOSP,225 EDWARD STREET,,SYCAMORE,IL,60178,DEKALB,(815) 895-2144,5,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"225 EDWARD STREET SYCAMORE, IL 60178 (41.982633, -88.688613)"
010095,HALE COUNTY HOSPITAL,508 GREEN STREET,,GREENSBORO,AL,36744,HALE,(334) 624-3024,4,S_004_01_PPR_PD_OBS,4.63,,10/01/2016,09/30/2018,"508 GREEN STREET GREENSBORO, AL 36744 (32.412098, -87.018633)"
160124,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,,SPIRIT LAKE,IA,51360,DICKINSON,(712) 336-1230,7,S_004_01_PPR_PD_RSRR_2_5,5.16,,10/01/2016,09/30/2018,"2301 HIGHWAY 71 SPIRIT LAKE, IA 51360 (43.418396, -95.126312)"
250025,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,1105 EARL FRYE BLVD,,AMORY,MS,38821,MONROE,(662) 256-7111,4,S_013_01_OBS_RATE,0.0,13,07/01/2018,06/30/2019,"1105 EARL FRYE BLVD AMORY, MS 38821 (33.977551, -88.477625)"
490001,NORTON COMMUNITY HOSPITAL,100  15TH NW STREET,,NORTON,VA,24273,NORTON CITY,(276) 439-1000,3,S_004_01_PPR_PD_OBS_READM,3,,10/01/2016,09/30/2018,"100  15TH NW STREET NORTON, VA 24273 (36.932031, -82.64338)"
390125,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,,HONESDALE,PA,18431,WAYNE,(570) 253-8100,3,S_001_01_NUMERATOR,141,13,07/01/2018,06/30/2019,"601 PARK STREET HONESDALE, PA 18431 (41.576284, -75.259796)"
320070,DHHS USPHS INDIAN HEALTH SERVICES,EXIT #102 OFF I-40 1/2 MILE SOUTH,,SAN FIDEL,NM,87049,CIBOLA,(505) 552-5300,6,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,
250018,JASPER GENERAL HOSPITAL,15 SOUTH 6TH STREET,,BAY SPRINGS,MS,39422,JASPER,(601) 764-2101,4,S_001_01_OBS_RATE,100.0,,07/01/2018,06/30/2019,"15 SOUTH 6TH STREET BAY SPRINGS, MS 39422 (31.976688, -89.290555)"
040001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,,SILOAM SPRINGS,AR,72761,BENTON,(479) 524-4141,6,S_002_01_ADJ_RATE,Not Available,"9,13",07/01/2018,06/30/2019,"603 NORTH PROGRESS AVENUE SILOAM SPRINGS, AR 72761 (36.190377, -94.509658)"
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,,COLUMBIA,MO,65201,BOONE,(573) 815-8000,7,S_005_01_DTC_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"1600 E BROADWAY COLUMBIA, MO 65201 (38.950669, -92.317039)"
340127,GRANVILLE HEALTH SYSTEMS,1010 COLLEGE ST,,OXFORD,NC,27565,GRANVILLE,(919) 690-3000,4,S_005_01_DTC_NUMBER,Not Available,1,10/01/2016,09/30/2018,"1010 COLLEGE ST OXFORD, NC 27565 (36.326338, -78.594407)"
420109,MCLEOD HEALTH CLARENDON,10 EAST HOSPITAL STREET,,MANNING,SC,29102,CLARENDON,(803) 435-8463,4,S_004_01_PPR_PD_OBS_READM,4,,10/01/2016,09/30/2018,"10 EAST HOSPITAL STREET MANNING, SC 29102 (33.687866, -80.211767)"
240050,FAIRVIEW LAKES MEDICAL CENTER,5200 FAIRVIEW BOULEVARD,,WYOMING,MN,55092,CHISAGO,(763) 389-6481,5,S_004_01_PPR_PD_RSRR_2_5,Not Available,1,10/01/2016,09/30/2018,"5200 FAIRVIEW BOULEVARD WYOMING, MN 55092 (45.322267, -92.998466)"
440032,HAWKINS COUNTY MEMORIAL HOSPITAL,851 LOCUST STREET,,ROGERSVILLE,TN,37857,HAWKINS,(423) 921-7000,4,S_002_01_NUMERATOR,Not Available,9,07/01/2018,06/30/2019,"851 LOCUST STREET ROGERSVILLE, TN 37857 (36.399736, -83.012943)"
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,,CLINTON,MO,64735,HENRY,(660) 885-5511,7,S_004_01_PPR_PD_RSRR_2_5,Not Available,9,10/01/2016,09/30/2018,"1600 N 2ND ST CLINTON, MO 64735 (38.391389, -93.770506)"
